Identifiant DEPCIR (numéro de département suivi du numéro de circonscritption),Intitulé de DEPCIR,Population,Population 0-2 ans,Population 3-5 ans,Population 6-10 ans,Population 11-17 ans,Population 18-24 ans,Population 25-39 ans,Population 40-54 ans,Population 55-64 ans,Population 65-79 ans,Population 80 ans et plus,Population 0-19 ans,Population 20-64 ans,Population 65 ans et plus,Population Hommes,Population Hommes 0-19 ans,Population Hommes 20-64 ans,Population Hommes 65 ans et plus,Population Femmes,Population Femmes 0-19 ans,Population Femmes 20-64 ans,Population Femmes 65 ans et plus,Population française,Population étrangère,Population 15 ans ou plus,Population 15 ans ou plus Agriculteurs exploitants,"Population 15 ans ou plus Artisans, Comm., Chefs entr.","Population 15 ans ou plus Cadres, Prof. intel. sup.",Population 15 ans ou plus Prof. intermédiaires ,Population 15 ans ou plus Employés,Population 15 ans ou plus Ouvriers,Population 15 ans ou plus Retraités ,Population 15 ans ou plus Autres,Population Hommes15 ans ou plus,Population Hommes 15 ans ou plus Agriculteurs exploitants,"Population Hommes15 ans ou plus Artisans, Comm., Chefs entr.","Population Hommes 15 ans ou plus Cadres, Prof. intel. sup.",Population Hommes 15 ans ou plus Prof. intermédiaires ,Population Hommes15 ans ou plus Employés,Population Hommes 15 ans ou plus Ouvriers,Population Hommes 15 ans ou plus Retraités ,Population Hommes 15 ans ou plus Autres,Population Femmes15 ans ou plus,Population Femmes 15 ans ou plus Agriculteurs exploitants,"Population Femmes15 ans ou plus Artisans, Comm., Chefs entr.","Population Femmes 15 ans ou plus Cadres, Prof. intel. sup.",Population Femmes 15 ans ou plus Prof. intermédiaires ,Population Femmes 15 ans ou plus Employés,Population Femmes 15 ans ou plus Ouvriers,Population Femmes 15 ans ou plus Retraités ,Population Femmes 15 ans ou plus Autres,Résidences principales,Population Ménages : Nombre de personnes des ménages,Population ménages : nombre de personnes dans les ménages avec famille(s),Population ménages : Nombre de ménages d'une Personne seule
DEPCIR,DEPCIR INTITULE,P13 pop,P13 pop0002,P13 pop0305,P13 pop0610,P13 pop1117,P13 pop1824,P13 pop2539,P13 pop4054,P13 pop5564,P13 pop6579,P13 pop80p,P13 pop0019,P13 pop2064,P13 pop65P,P13 poph,P13 h0019,P13 h2064,P13 h65p,P13 popf,P13 f0019,P13 f2064,P13 f65p,P13 pop fr,P13 pop etr,P13 Pop15P,C13 Pop15P cs1,C13 Pop15P cs2,C13 Pop15P cs3,C13 Pop15P cs4,C13 Pop15P cs5,C13 Pop15P cs6,C13 Pop15P cs7,C13 Pop15P cs8,C13 H15P,C13 H15P cs1,C13 H15P cs2,C13 H15P cs3,C13 H15P cs4,C13 H15P cs5,C13 H15P cs6,C13 H15P cs7,C13 H15P cs8,C13 F15P,C13 F15P cs1,C13 F15P cs2,C13 F15P cs3,C13 F15P cs4,C13 F15P cs5,C13 F15P cs6,C13 F15P cs7,C13 F15P cs8,P13 rp,C13 pmen,C13 pmen menfam,C13 pmen menseul
1003,Aube  - 3e circonscription,104759,2596,4058,6443,8788,8956,18746,20641,13693,13902,6935,24412,59509,20837,50055,12164,29265,8625,54704,12248,30244,12212,97625,7134,86853,726,2485,4961,10528,13819,13484,25235,15616,41146,577,1727,2893,5038,3210,10320,11058,6324,45708,149,758,2068,5490,10609,3164,14177,9292,47213,102196,82783,17555
1101,Aude  - 1re circonscription,132444,2939,4652,7955,11328,8938,20509,26746,18363,20182,10831,29752,71679,31013,63452,15115,34838,13499,68992,14637,36841,17514,124556,7887,110374,1722,4772,5383,12444,19028,12702,35452,18872,51894,1299,3208,3027,5431,4938,10657,16491,6843,58480,424,1564,2355,7013,14089,2045,18961,12028,58978,129993,107103,19602
1102,Aude  - 2e circonscription,111592,2248,3580,5920,9065,7587,17138,22269,15251,19429,9104,23203,59855,28533,53037,11828,28759,12450,58555,11376,31096,16083,107102,4490,94681,962,4453,4572,11216,15325,9991,31826,16335,44555,679,3004,2784,5114,3686,8638,14784,5865,50127,283,1449,1788,6102,11639,1352,17042,10470,52276,109829,87773,19091
1103,Aude  - 3e circonscription,120841,2384,3920,6915,9952,7366,18108,25100,17132,18967,10996,25642,65236,29964,59073,13022,32815,13236,61768,12621,32420,16727,112866,7976,102180,2524,4664,4824,11012,16466,11938,34511,16242,49840,1879,3323,2943,5105,4343,9821,16131,6295,52340,645,1340,1881,5907,12123,2117,18380,9947,53248,116892,96308,17524
1201,Aveyron - 1re circonscription,101470,2112,3030,5556,7645,7395,16313,20595,14268,15549,9007,20697,56217,24556,49400,10780,27981,10639,52070,9917,28236,13917,98299,3171,86580,2619,3863,4756,11411,13595,10546,28611,11179,41503,1852,2865,2744,5146,2650,8769,12719,4757,45077,766,998,2012,6265,10945,1777,15892,6422,46907,97990,78305,17493
1202,Aveyron - 2e circonscription,87819,1673,2656,4679,6690,4473,12120,17549,12581,15714,9684,17276,45144,25398,42981,8881,22995,11105,44838,8395,22150,14293,85121,2698,75281,3098,3368,2771,7473,10598,9556,29073,9344,36504,2201,2391,1609,3553,1853,7953,13309,3637,38777,898,977,1162,3920,8745,1603,15764,5707,39940,85371,69872,13427
1203,Aveyron - 3e circonscription,88451,1637,2679,4804,7126,4762,12705,18396,12847,14511,8985,17910,47045,23496,43875,9265,24142,10469,44576,8646,22903,13027,86183,2268,75155,4213,3592,2885,8438,10856,9168,26733,9269,36921,2926,2416,1687,3934,2205,7475,12449,3829,38233,1287,1176,1197,4504,8651,1693,14285,5440,39666,85662,70311,13408
1301,Bouches-du-Rhône  - 1re circonscription,115045,2266,4056,6840,9979,10111,18497,24807,14922,15292,8276,26212,65265,23568,54066,13695,30853,9517,60979,12517,34412,14051,110993,4052,96174,30,3043,7836,14229,16979,8493,25554,20009,44278,18,2265,4620,6349,4846,7183,11082,7916,51896,12,778,3216,7881,12134,1311,14472,12093,47924,111187,92611,15105
1302,Bouches-du-Rhône  - 2e circonscription,114272,2361,3247,5244,7581,8435,20224,22562,15043,18457,11118,20870,63828,29575,52820,10605,30428,11787,61452,10265,33400,17788,109389,4883,99168,48,3575,15826,14868,12741,4630,30030,17449,45123,41,2556,8900,6215,4011,3902,12484,7015,54045,7,1018,6926,8653,8730,728,17547,10435,58563,112327,81429,27021
1303,Bouches-du-Rhône  - 3e circonscription,128922,3687,5427,8789,11481,13053,24598,24646,14944,14441,7855,33078,73547,22296,61421,17150,35350,8921,67501,15929,38197,13375,120469,8452,104369,22,3037,6709,13444,18772,11037,24370,26978,48598,14,2255,3960,6072,5369,9490,10351,11088,55771,9,783,2750,7372,13403,1547,14019,15890,52596,124936,103395,17674
1304,Bouches-du-Rhône  - 4e circonscription,124146,4029,5118,7880,9326,13545,28897,24800,12315,12859,5378,29672,76238,18237,61521,15123,38059,8338,62626,14549,38179,9898,100856,23290,101643,10,3273,9146,12076,16875,11617,18397,30248,50025,10,2409,5183,5783,5560,9733,8862,12485,51618,0,864,3962,6293,11315,1884,9536,17763,60005,120751,83699,29560
1305,Bouches-du-Rhône  - 5e circonscription,121153,3077,4088,6034,7700,13156,27009,22970,13246,14384,9489,23773,73507,23872,54766,11954,33985,8827,66386,11819,39522,15045,112882,8271,103532,25,2792,12662,16324,17635,7612,25008,21474,45729,22,1979,6532,7207,5393,6328,9877,8391,57804,3,812,6130,9117,12242,1284,15131,13084,64589,119170,80724,32920
1306,Bouches-du-Rhône  - 6e circonscription,120072,3017,4305,6790,9206,12047,22793,23454,13792,15599,9069,26478,68925,24668,57031,13588,33646,9797,63041,12891,35279,14872,113984,6089,100726,15,2507,9625,14963,17530,7614,25697,22775,47030,11,1865,5663,6569,5462,6431,10563,10466,53696,4,641,3962,8394,12068,1183,15134,12310,52448,113949,90462,19710
1307,Bouches-du-Rhône  - 7e circonscription,131783,4124,6384,10820,14148,12280,24147,25203,14001,13608,7069,39112,71994,20678,63636,20046,34412,9178,68147,19066,37582,11500,115198,16585,102115,47,2294,2568,8047,16489,14322,22297,36050,48367,40,1823,1419,3872,4564,12247,11174,13229,53748,7,471,1149,4175,11925,2076,11123,22822,49248,128679,109389,14724
1308,Bouches-du-Rhône  - 8e circonscription,128703,3146,4807,8082,11454,9915,23385,28209,16327,16221,7157,30458,74867,23378,63095,15728,37066,10301,65608,14729,37801,13078,123439,5264,106246,363,3998,10353,16232,17273,12180,26317,19530,51447,262,2815,6515,7935,3731,10171,12586,7432,54799,101,1183,3838,8297,13542,2009,13731,12098,52192,125221,107726,14625
1309,Bouches-du-Rhône  - 9e circonscription,121204,2499,4020,6749,9809,8676,19628,24964,16297,18814,9748,25578,67064,28562,57625,13081,32514,12030,63579,12497,34550,16532,117198,4006,102361,166,4181,8719,14582,16554,8979,30347,18832,47912,114,2809,5335,6473,4533,7517,13885,7246,54448,52,1373,3383,8109,12021,1463,16462,11585,52337,117809,97747,16800
1310,Bouches-du-Rhône  - 10e circonscription,127072,2539,4202,7602,11432,9435,20123,28207,17746,17878,7908,28773,72513,25786,61375,14592,35414,11369,65697,14181,37099,14417,124480,2592,106096,184,4628,12028,17610,15889,8989,29039,17729,50896,117,3415,7281,7853,3922,7599,13932,6778,55200,67,1213,4747,9757,11968,1390,15108,10951,50671,124475,109542,12422
1311,Bouches-du-Rhône  - 11e circonscription,117559,2518,4056,6258,9483,10912,22322,24123,15091,15590,7206,25419,69344,22796,56257,12809,33791,9657,61302,12610,35553,13140,112261,5298,99391,176,3929,13084,15415,15294,7542,24717,19234,47038,112,2869,7810,7012,3853,6428,11055,7900,52354,64,1060,5275,8404,11441,1114,13661,11335,50214,113626,93557,16307
1312,Bouches-du-Rhône  - 12e circonscription,121567,2931,4524,7651,10717,9125,22149,25248,16118,16415,6688,28661,69803,23103,58244,14624,33426,10195,63323,14037,36377,12908,116929,4638,100529,90,3540,7048,14988,17684,12180,26153,18847,47321,75,2538,4536,7375,3895,10228,12382,6293,53209,15,1002,2512,7614,13790,1952,13770,12554,49971,120337,103913,13548
1313,Bouches-du-Rhône  - 13e circonscription,127068,3205,4615,7960,11344,9712,22352,26525,16893,17334,7129,30125,72480,24463,61792,15481,35289,11022,65276,14644,37191,13441,120939,6129,104895,151,2776,5546,14819,18263,14639,27119,21582,50311,118,1820,3601,7651,3865,12531,13788,6937,54584,34,956,1945,7168,14398,2107,13331,14645,53525,124806,105978,16094
1314,Bouches-du-Rhône  - 14e circonscription,136302,2678,3917,6761,10329,18689,25827,26448,16221,16924,8507,27863,83007,25431,64413,14185,39535,10693,71889,13679,43472,14738,127180,9122,117145,387,4551,16035,17167,15859,8743,26849,27553,54680,265,3161,9847,7657,4093,7152,11937,10567,62464,121,1390,6188,9510,11766,1592,14912,16986,63753,131077,99322,26242
1315,Bouches-du-Rhône  - 15e circonscription,131993,2891,4605,8232,11759,8926,21674,29079,17862,18395,8569,30541,74488,26964,63969,15696,36380,11893,68024,14845,38108,15071,126494,5499,109434,1620,6082,8690,15465,17113,13789,29755,16920,52634,1167,4265,5480,7253,3544,11125,13699,6101,56799,453,1817,3211,8212,13570,2664,16056,10819,54804,129593,111476,15127
1316,Bouches-du-Rhône  - 16e circonscription,126316,2842,4455,7468,10946,9747,21351,25943,17182,18134,8248,28640,71294,26381,61422,14661,35273,11488,64894,13979,36022,14893,117376,8939,105277,963,3852,5226,12740,17812,14043,29122,21519,50622,752,2596,3116,6424,4508,11733,13938,7556,54655,212,1257,2110,6316,13304,2310,15184,13963,54369,123187,102343,17745
1401,Calvados  - 1re circonscription,111543,2399,3553,5776,8050,14983,23301,19892,13250,12493,7846,23161,68043,20339,52334,11759,32941,7634,59209,11401,35102,12705,108390,3153,95017,170,2521,10470,14755,15768,9278,22859,19197,43762,133,1806,5851,6728,4182,7739,8930,8393,51256,37,715,4619,8026,11585,1539,13929,10804,55562,107903,77220,25881
1402,Calvados  - 2e circonscription,105416,2361,3618,6040,8365,15227,20554,18957,12950,11713,5630,24277,63796,17344,50515,12592,31090,6833,54902,11685,32706,10511,100684,4733,88822,110,2141,6493,11795,15118,11395,21181,20589,41898,74,1474,3886,5630,3700,9219,8677,9239,46924,36,667,2607,6166,11418,2176,12504,11350,48321,100870,76964,20155
1403,Calvados  - 3e circonscription,109296,2705,4222,7264,10244,7813,18786,21565,14875,14262,7562,27020,60452,21824,52749,13843,29908,8999,56547,13178,30544,12825,107791,1505,89059,1411,3488,3707,10796,14814,14888,26624,13330,42176,995,2508,2253,5013,2613,12186,11547,5061,46883,416,980,1453,5784,12201,2702,15077,8269,46105,106511,89604,14611
1404,Calvados  - 4e circonscription,124737,2445,3941,7169,11010,8530,18110,25590,18373,20181,9388,27441,67728,29569,59502,14000,33071,12431,65235,13441,34657,17137,122851,1886,104921,733,5225,6101,12207,18262,12984,35090,14320,49518,471,3609,3579,5783,4107,10600,15640,5729,55403,262,1616,2522,6424,14155,2384,19449,8591,55313,122647,101881,18171
1405,Calvados  - 5e circonscription,112476,2447,3998,7106,10189,7559,17053,23303,16968,16378,7475,26419,62203,23854,54730,13644,30851,10234,57746,12775,31352,13620,111447,1029,92968,1311,3717,6712,11998,14792,12150,29481,12807,44751,949,2611,4076,5562,2882,9996,13084,5591,48217,362,1106,2636,6435,11911,2154,16397,7216,47240,110399,94657,13599
1406,Calvados  - 6e circonscription,126477,3189,5061,9056,12257,8579,21773,26781,16800,15133,7846,32639,70858,22979,62262,16787,35498,9977,64215,15853,35360,13003,124798,1679,101653,1782,3545,5493,14133,16940,17222,28739,13798,49415,1202,2452,3524,6799,2976,13616,13271,5575,52237,580,1093,1969,7334,13964,3606,15468,8223,50739,124031,108507,13323
1501,Cantal - 1re circonscription,82541,1546,2310,4354,6011,5437,12580,17257,12370,13082,7594,15951,45914,20676,39726,8072,22917,8738,42815,7879,22998,11938,81311,1230,70942,2379,2567,3425,8234,11704,9014,24489,9131,33787,1760,1843,1913,3771,2497,7370,10908,3724,37155,619,723,1512,4463,9207,1644,13581,5407,38264,80146,64847,13824
1502,Cantal - 2e circonscription,64494,1076,1630,3134,4395,3130,9010,13297,10359,11550,6914,11207,34823,18464,31684,5714,17995,7974,32810,5492,16828,10490,63813,681,56145,4080,2579,1501,4570,8038,7426,21681,6271,27556,2916,1741,850,2025,1484,6093,9911,2535,28589,1163,838,651,2545,6553,1333,11770,3735,29875,62152,49560,10790
1601,Charente  - 1re circonscription,120201,2537,3844,6596,9617,10271,20617,24116,16768,16714,9121,25552,68814,25835,57345,13198,33589,10558,62856,12354,35225,15277,115706,4495,101868,235,3231,7328,14124,16701,12937,30218,17094,47907,171,2266,4514,6568,4043,10331,13142,6872,53961,64,964,2814,7556,12658,2607,17076,10221,57067,117106,91580,22543
1602,Charente  - 2e circonscription,112972,2119,3372,6241,9223,6800,16866,23962,17062,17373,9954,23156,62490,27326,54946,11962,31114,11869,58026,11194,31376,15457,109373,3599,95887,2296,3915,4372,10411,14624,16310,32003,11956,46032,1708,2626,2748,4839,2820,12275,14569,4448,49855,588,1289,1625,5572,11804,4035,17435,7508,50833,109947,90716,16662
1603,Charente  - 3e circonscription,120309,2395,3817,6432,9342,6571,17939,24596,18291,19901,11024,24215,65169,30925,59148,12499,32945,13704,61161,11716,32223,17221,114779,5530,101810,2682,4070,3595,10313,15634,15997,36644,12875,49485,1972,2797,2067,4932,3007,12767,17126,4817,52325,710,1273,1528,5381,12627,3229,19518,8058,53138,117095,98329,16011
1701,Charente-Maritime  - 1re circonscription,136043,2367,3641,6168,9911,14350,21056,25948,18928,22333,11340,25809,76560,33674,64173,13344,36975,13853,71870,12465,39585,19821,131412,4631,118355,456,4390,9521,15264,17770,11051,38179,21723,54952,333,2991,5535,6805,4354,9043,16643,9247,63402,123,1399,3987,8459,13416,2008,21536,12476,68258,132624,98825,29644
1702,Charente-Maritime  - 2e circonscription,137865,3363,5093,8556,11998,9124,23876,28581,18563,19022,9689,31957,77197,28711,66681,16302,37962,12417,71184,15655,39235,16294,135700,2165,113966,1086,4811,7103,15928,19787,15515,34021,15715,54607,876,3358,4203,7543,3990,12932,15555,6149,59359,210,1453,2900,8385,15796,2583,18466,9565,60405,135277,113320,18875
1703,Charente-Maritime  - 3e circonscription,108061,2022,3155,5867,8760,6579,15276,21856,16750,17860,9934,22256,58010,27794,51825,11545,28389,11891,56236,10711,29621,15903,105579,2482,92066,1859,3514,3913,10250,14785,12641,32628,12475,43612,1381,2388,2298,4792,2925,10072,14968,4788,48454,478,1126,1615,5458,11861,2570,17660,7687,50011,105312,85618,17459
1704,Charente-Maritime  - 4e circonscription,114284,2057,3297,6044,8724,6402,15986,21956,17352,21170,11296,22342,59476,32466,55387,11617,29358,14412,58897,10724,30118,18055,111602,2682,97758,2526,4420,3176,8902,14492,14161,37471,12610,47107,1806,3059,1927,3995,2731,11233,17458,4899,50651,720,1361,1249,4907,11762,2928,20014,7711,52709,111901,91306,17518
1705,Charente-Maritime  - 5e circonscription,137164,2365,3971,7127,10613,7637,19024,26912,20662,26213,12638,26543,71769,38852,66410,13620,35460,17329,70754,12923,36309,21522,135571,1593,117733,1983,6282,4309,11715,19926,13661,45386,14471,56361,1509,4375,2566,5518,4660,11218,21253,5262,61371,474,1906,1743,6197,15266,2443,24133,9209,62586,133232,110202,19959
1801,Cher - 1re circonscription,99542,1949,3041,5179,7824,8116,16408,19601,13768,15213,8443,20181,55706,23656,48587,10630,27884,10074,50955,9551,27822,13582,96386,3156,85062,1383,2770,5255,10262,13558,12203,27166,12465,41109,994,1931,3291,4882,3075,9542,12137,5257,43953,390,839,1964,5380,10483,2661,15029,7207,47360,96539,75317,19150
1802,Cher - 2e circonscription,95442,2042,3232,5490,7675,6159,14142,19594,14153,15564,7390,20540,51947,22954,46079,10519,25694,9865,49363,10021,26253,13089,90425,5016,80666,532,2440,3617,9281,12731,12169,27344,12552,38541,421,1830,2361,4510,2554,9712,12412,4741,42125,110,610,1257,4771,10178,2456,14931,7811,42501,93527,77848,13945
1803,Cher - 3e circonscription,116666,2381,3658,6540,9622,6911,17368,24474,17173,18866,9673,24560,63566,28540,56625,12383,31818,12423,60041,12177,31748,16116,114819,1847,98437,1831,3399,4764,11036,16883,13649,33603,13273,47703,1384,2322,2991,5437,3837,11029,15352,5353,50734,447,1077,1773,5599,13046,2620,18251,7920,52394,112662,92391,18056
1901,Corrèze  - 1re circonscription,120288,2174,3378,6053,8665,8085,17535,24292,17675,19880,12552,22867,64990,32431,58997,11923,33432,13641,61291,10944,31557,18790,116110,4178,103764,2674,3880,4322,11835,16734,13302,37699,13318,50446,1999,2690,2550,5636,3994,10857,16700,6020,53318,675,1190,1772,6199,12741,2445,20999,7298,55210,114749,91299,20229
1902,Corrèze  - 2e circonscription,120493,2189,3529,6431,9196,7910,18526,24195,17580,19459,11478,23768,65788,30937,57794,12191,32543,13059,62699,11577,33245,17878,115667,4826,103017,1697,3893,5593,12681,16216,13619,35380,13937,48858,1110,2757,3408,6024,3651,10741,15698,5469,54158,587,1136,2185,6657,12565,2878,19682,8468,56136,117560,94572,20592
2101,Côte-d’Or - 1re circonscription,109964,2313,3174,5301,7819,12553,21872,20137,14323,14248,8223,21647,65845,22472,51889,11116,31805,8968,58075,10531,34040,13503,104048,5916,94831,97,2869,11706,15415,14346,8742,25464,16191,44023,71,2168,6591,7134,3607,7158,10518,6776,50808,26,701,5116,8281,10739,1584,14946,9415,55385,107254,78329,25244
2102,Côte-d’Or - 2e circonscription,109806,2477,3656,6103,8132,15401,22727,20052,12747,12112,6400,23926,67369,18511,53259,12098,33385,7776,56547,11828,33984,10735,103390,6416,92996,518,2719,8607,14562,15054,11136,21483,18915,44861,435,1980,4979,6922,3912,9144,9506,7982,48135,84,739,3628,7640,11142,1991,11978,10933,51949,105078,78594,22704
2103,Côte-d’Or - 3e circonscription,106805,2563,3715,6517,9527,10966,18764,22054,14082,12983,5633,25418,62771,18617,51426,13014,30489,7923,55379,12403,32282,10694,101269,5536,88397,276,2113,6182,13318,15725,13057,22560,15166,42040,230,1519,3742,6226,3571,10405,10227,6120,46357,47,594,2439,7093,12154,2652,12333,9045,45067,103572,86721,14372
2104,Côte-d’Or - 4e circonscription,89774,1962,3000,5313,7792,5452,13770,18975,13016,13254,7241,19867,49412,20495,44126,10279,24885,8963,45648,9588,24527,11533,87390,2384,75005,2136,2854,3846,9488,10883,12099,24162,9536,36683,1695,2096,2395,4332,1739,9732,11173,3521,38322,442,758,1451,5156,9144,2367,12989,6015,39306,87263,72475,13049
2105,Côte-d’Or - 5e circonscription,113412,2481,3857,7137,10172,7484,18592,24688,15424,15300,8276,26191,63645,23575,55702,13533,32008,10161,57710,12659,31637,13415,110164,3248,94382,2135,4138,5478,12039,15007,15692,27727,12166,46080,1602,2869,3335,5574,2822,12496,12526,4857,48302,534,1269,2143,6465,12185,3196,15200,7309,48891,110913,93679,15236
2201,Côtes-d’Armor  - 1re circonscription,124734,2711,4510,7631,10837,10663,20135,24799,17162,17306,8980,29098,69350,26286,59297,14973,33835,10489,65437,14125,35515,15797,121254,3480,103857,611,3381,7071,14449,17237,13358,31625,16124,48529,462,2512,4061,6856,3636,10826,13284,6891,55328,149,869,3010,7593,13601,2532,18341,9233,56814,121570,97247,21463
2202,Côtes-d’Armor  - 2e circonscription,122218,2619,4224,7464,10407,6625,18253,23790,17669,20519,10648,27009,64042,31166,58860,13868,31778,13214,63358,13141,32265,17952,120190,2028,101722,2023,4414,4902,11955,15048,14327,36931,12122,48575,1407,2984,3112,5799,2853,11136,16210,5072,53147,615,1430,1790,6156,12194,3191,20721,7050,54532,119748,99453,18126
2203,Côtes-d’Armor  - 3e circonscription,117967,2924,4520,7924,10563,7308,19723,23792,15285,16318,9610,28436,63603,25928,58531,14565,32760,11206,59436,13872,30843,14722,114803,3164,96276,3475,3345,3452,10896,13485,18259,31626,11738,47439,2497,2367,1998,5406,2234,13655,14194,5088,48837,978,978,1454,5490,11251,4604,17431,6650,50324,115139,96854,16028
2204,Côtes-d’Armor  - 4e circonscription,106438,2189,3572,6188,8750,6647,15725,20853,15597,17099,9817,22977,56544,26916,51521,11665,28581,11275,54917,11312,27964,15641,103235,3203,89252,3235,3473,3389,9272,12403,13182,31693,12605,42802,2152,2354,2008,4392,2259,10427,14054,5157,46450,1083,1119,1381,4880,10144,2755,17639,7448,48023,102957,83185,17596
2205,Côtes-d’Armor  - 5e circonscription,125728,2129,3643,6806,10313,7627,15868,24143,19210,24407,11582,25698,64041,35990,60296,13442,31862,14993,65432,12256,32179,20997,124131,1597,107551,1526,4321,7347,11398,14580,10723,42274,15383,51055,1132,2919,4846,5285,3065,8693,18803,6313,56496,394,1402,2501,6112,11515,2030,23472,9070,59706,123006,97700,22901
2301,Creuse  - Circonscription unique,120872,1936,3127,5761,8587,6938,15890,24419,19106,21444,13665,21597,64166,35109,58830,11205,32560,15066,62042,10392,31606,20044,116600,4272,105001,4745,3909,4106,10004,16085,12122,40889,13140,50721,3552,2728,2248,4466,3385,10409,18322,5610,54280,1193,1181,1858,5538,12700,1713,22567,7530,57442,116737,91300,22059
2401,Dordogne - 1re circonscription,105553,2077,3058,5618,8043,8293,16497,20817,14794,16825,9531,21308,57889,26356,50104,10980,28247,10877,55449,10328,29642,15479,101908,3645,90095,444,3196,4614,10973,15856,10889,30702,13421,42175,304,2244,2729,4989,3920,8901,13317,5772,47920,139,952,1886,5984,11936,1988,17386,7649,50081,102086,80005,19488
2402,Dordogne - 2e circonscription,109506,2020,3150,5871,8693,6016,15223,21770,16962,19336,10465,21848,57857,29801,52566,11133,28239,13194,56940,10715,29618,16607,104103,5403,93624,2005,4641,3511,9515,14673,11936,34219,13124,44346,1381,3260,2058,4263,2942,9424,15840,5179,49277,623,1381,1454,5252,11731,2512,18379,7944,49455,105827,86730,16459
2403,Dordogne - 3e circonscription,88639,1317,2143,4212,6286,4334,11113,17979,14309,17058,9888,15519,46174,26946,43076,8036,23190,11850,45563,7483,22984,15096,83717,4922,77498,1925,4067,2373,6503,11138,11037,31364,9089,37456,1333,2802,1390,2943,2194,8647,14383,3764,40042,592,1265,984,3561,8944,2390,16981,5325,40681,85894,70224,13388
2404,Dordogne - 4e circonscription,113211,2004,3233,5888,9000,5889,15641,24059,17687,19597,10212,22235,61166,29809,54956,11431,30258,13268,58255,10805,30908,16542,106898,6313,97364,2303,5351,3899,10522,14948,12902,35406,12034,47121,1626,3857,2213,4874,3048,10080,16675,4748,50242,677,1494,1686,5648,11900,2822,18730,7285,51196,111076,91757,16145
2501,Doubs - 1re circonscription,117888,2858,4471,7183,9832,15317,22286,22539,14180,13115,6108,28485,70180,19223,57175,14397,34750,8028,60713,14089,35430,11195,110567,7321,97283,399,2820,8615,14678,15429,12089,22343,20910,46734,305,2170,5033,6781,3868,9573,9755,9249,50550,94,650,3581,7897,11562,2516,12588,11662,52401,112735,87796,20881
2502,Doubs - 2e circonscription,112419,2638,3846,6267,8785,12229,21959,21631,13841,14013,7209,24729,66467,21222,53586,12556,32171,8858,58833,12173,34296,12364,108300,4119,94682,465,2856,9830,15201,14833,11016,24233,16249,44614,347,2078,5651,7080,3726,8696,10596,6440,50068,118,778,4179,8121,11107,2320,13637,9809,54151,110531,84450,22813
2503,Doubs - 3e circonscription,95403,2397,3869,6464,8384,6894,17016,18764,12179,13216,6221,23246,52721,19436,46974,11990,26468,8517,48429,11256,26253,10920,90359,5044,77988,1111,2328,4308,9186,11019,15242,22211,12583,38050,824,1680,2830,4649,1868,11243,10322,4634,39939,287,648,1478,4537,9151,3999,11889,7948,41414,93663,77550,14154
2504,Doubs - 4e circonscription,95454,2333,3565,5897,7908,6568,16303,19303,13304,14086,6187,21758,53422,20274,47030,11123,26752,9155,48424,10636,26670,11118,89728,5726,79190,150,1910,4106,9781,10382,15860,23949,13051,38532,122,1187,2697,4938,1701,11949,11618,4319,40658,28,723,1409,4844,8681,3910,12331,8732,41195,94389,80106,12764
2505,Doubs - 5e circonscription,112156,3302,4792,7605,10298,8076,23885,23484,12564,12069,6081,28320,65685,18151,56614,14600,34005,8010,55542,13720,31680,10141,107776,4380,90581,1851,3098,4791,12367,14678,21499,21214,11083,45620,1482,2233,3119,6185,3265,15336,9575,4426,44962,369,866,1672,6182,11414,6163,11639,6658,47600,110376,93131,15163
2601,Drôme  - 1re circonscription,109972,2957,4017,6822,9225,10180,20427,21244,13010,15021,7068,25813,62070,22089,52739,13264,30235,9240,57233,12549,31835,12849,103198,6774,90924,463,3010,7028,12713,14945,11859,24703,16204,43184,344,2206,4303,5921,3642,9190,10841,6738,47740,119,804,2725,6792,11303,2669,13861,9466,50138,107545,85076,19883
2602,Drôme  - 2e circonscription,122082,2947,4781,7932,11020,8759,20893,26017,15755,16638,7340,29357,68747,23978,59530,15277,33847,10406,62552,14080,34900,13572,116774,5308,100147,656,4103,6547,14387,15602,14854,28165,15832,48117,487,2898,4207,7238,2918,11664,13006,5699,52029,169,1206,2339,7150,12684,3190,15159,10133,52441,120320,101379,16450
2603,Drôme  - 3e circonscription,130611,2613,4287,7760,11499,7408,19116,28247,19209,20640,9831,28797,71343,30471,63937,14859,35257,13822,66674,13938,36086,16650,126317,4294,109118,3203,5982,7347,15054,14773,12843,34814,15101,52650,2198,4121,4402,6896,2694,10222,16251,5868,56467,1005,1861,2945,8158,12079,2621,18564,9234,57436,127634,106236,18470
2604,Drôme  - 4e circonscription,132047,3457,5361,9044,12226,9012,22488,27328,16881,17694,8556,33187,72610,26250,64131,17076,35756,11299,67916,16110,36854,14951,127240,4807,107220,1188,4311,6509,14428,16222,17159,31103,16300,51264,880,3183,3999,6895,2964,13168,13817,6358,55956,309,1128,2510,7533,13258,3991,17286,9941,55636,129467,108977,17558
